name,category,location,lat,lng,polarity,numReviews,monthly_reviews,review_variance
UCI Cinemas,attraction,Tuscany,43.844368034752,11.137321432458,6,11,"[0, 0, 0, 1, 0, 1, 0, 2, 2, 1, 2, 2]",0.7430555555555557
Piazza del Mercato Nuovo,attraction,Tuscany,43.770028541787,11.254251301289,6,11,"[1, 1, 2, 0, 1, 0, 5, 0, 0, 0, 0, 1]",1.909722222222222
Piazza Grande,attraction,Tuscany,43.464759981815,11.884184745575,6,11,"[1, 1, 0, 1, 1, 0, 2, 1, 3, 1, 0, 0]",0.7430555555555557
La Cucina del Garga,restaurant,Tuscany,43.778577330755,11.255042552948,9,10,"[0, 0, 0, 0, 2, 0, 1, 0, 1, 1, 2, 3]",0.972222222222222
Oibò,attraction,Tuscany,43.769110452366,11.260503530502,9,10,"[0, 0, 2, 2, 0, 2, 1, 1, 0, 1, 1, 0]",0.6388888888888888
Monticchiello,attraction,Tuscany,43.067925772843,11.724569547882,9,10,"[1, 0, 2, 0, 1, 1, 1, 2, 1, 1, 0, 0]",0.47222222222222215
Ristorante le Meraviglie,restaurant,Tuscany,43.910084,10.339642,8,10,"[0, 0, 1, 0, 3, 1, 2, 0, 1, 0, 0, 2]",0.9722222222222223
La Buca di Sant'Antonio,restaurant,Tuscany,43.842694,10.501578,8,10,"[0, 2, 1, 2, 1, 0, 1, 0, 2, 0, 1, 0]",0.6388888888888888
Terrazza 45,restaurant,Tuscany,43.806771,11.292072,8,10,"[1, 2, 0, 1, 1, 0, 3, 2, 0, 0, 0, 0]",0.9722222222222222
Antica Osteria Agania,restaurant,Tuscany,43.464127681951,11.882302371463,8,10,"[1, 1, 1, 0, 2, 0, 2, 0, 3, 0, 0, 0]",0.9722222222222222
Tomo sushi,restaurant,Tuscany,43.801708,11.190109,7,10,"[0, 3, 1, 1, 1, 0, 0, 2, 1, 0, 0, 1]",0.8055555555555557
Il Profeta,restaurant,Tuscany,43.77334,11.244306,7,10,"[0, 0, 1, 0, 1, 2, 0, 4, 1, 1, 0, 0]",1.3055555555555556
Botteghina Caffe' Pitti,restaurant,Tuscany,43.765603,11.24907,7,10,"[1, 0, 0, 3, 1, 2, 0, 1, 1, 1, 0, 0]",0.8055555555555557
