address,category,id,lat,lng,location,name,originalId,polarity,subCategory,numReviews,reviews,details
Italy,poi,17028,41.872778,12.483893,Rome,Roma Ostiense,,9,,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=17028,http://tour-pedia.org/api/getPlaceDetails?id=17028
,attraction,6816,41.755860506916,12.289234864309,Rome,Scavi Di Ostia Antica,,9,,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=6816,http://tour-pedia.org/api/getPlaceDetails?id=6816
Via Sistina 69,restaurant,1382,41.905407206461,12.484502792358,Rome,InterContinental De la Ville,4bdc725dc79cc928719586e9,9,Hotel,13,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=1382,http://tour-pedia.org/api/getPlaceDetails?id=1382
Largo Alberto Missiroli 15,restaurant,897,41.866714,12.444371,Rome,Tony,4bb0c8d3f964a520ab5c3ce3,9,Ice Cream Shop,14,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=897,http://tour-pedia.org/api/getPlaceDetails?id=897
Via Margutta,poi,276,41.908268750296,12.479797151104,Rome,Via Margutta,4adcdac6f964a520525321e3,8,Road,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=276,http://tour-pedia.org/api/getPlaceDetails?id=276
"Via Ottaviano, 55",restaurant,630,41.907795594192,12.457925,Rome,Caffè Castroni,4b338864f964a520691a25e3,8,Café,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=630,http://tour-pedia.org/api/getPlaceDetails?id=630
Viale Oceania 90,restaurant,131,41.828870030082,12.4616955572,Rome,Giolitti,,8,,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=131,http://tour-pedia.org/api/getPlaceDetails?id=131
"Via Giuseppe Zanardelli, 10-12, Roma, Italia",restaurant,2804,41.901074,12.472443,Rome,Zio Ciro,,8,,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=2804,http://tour-pedia.org/api/getPlaceDetails?id=2804
Piazza di Montecitorio,attraction,1606,41.900779777447,12.478634119034,Rome,Piazza di Montecitorio,4bf48d5713a6b713f1395d33,8,Plaza,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=1606,http://tour-pedia.org/api/getPlaceDetails?id=1606
"Via Appia Nuova, 1255",attraction,567,41.824036996203,12.567586898804,Rome,Ippodromo delle Capannelle,4adcdad1f964a5205c5621e3,8,Racetrack,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=567,http://tour-pedia.org/api/getPlaceDetails?id=567
"Rome,   Italy    Piazza Ippolito Nievo 27, Gianicolense, 00153 Rome",accommodation,1067,41.88009398555,12.466365695,Rome,Trilussa Palace Hotel Congress & Spa,,8,,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=1067,http://tour-pedia.org/api/getPlaceDetails?id=1067
"Rome,   Italy    Via Villafranca 20, Central Station, 00185 Rome",accommodation,66,41.905185957238,12.505199462157,Rome,Hotel Des Artistes,,8,,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=66,http://tour-pedia.org/api/getPlaceDetails?id=66
"Via delle Fornaci, 15-17, Rome, Italy",restaurant,7072,41.899621,12.456182,Rome,Ristorante la Vittoria,,8,,11,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=7072,http://tour-pedia.org/api/getPlaceDetails?id=7072
"Piazza Campitelli, 18, Rome, Italy",restaurant,454,41.89346,12.479185,Rome,Vecchia Roma,,8,,11,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=454,http://tour-pedia.org/api/getPlaceDetails?id=454
"Via Álvaro del Portillo, 200, Rome, Italy",poi,3975,41.77021,12.469712,Rome,Policlinico Campus Biomedico,,8,,12,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=3975,http://tour-pedia.org/api/getPlaceDetails?id=3975
"Via Luigi Galvani, 24, Rome, Italy",restaurant,508,41.876974,12.475054,Rome,Ketumbar,,8,,12,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=508,http://tour-pedia.org/api/getPlaceDetails?id=508
"Via Giovanni Bettolo, 7",restaurant,1705,41.911494470114,12.4556940563,Rome,Fatamorgana,4bffe2b937850f477651973f,8,Ice Cream Shop,12,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=1705,http://tour-pedia.org/api/getPlaceDetails?id=1705
"Via l'Aquila, 66, Rome, Italy",attraction,1254,41.890572,12.52552,Rome,Nuovo Cinema Aquila,,8,,12,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=1254,http://tour-pedia.org/api/getPlaceDetails?id=1254
"Rome,   Italy    Via Calatafimi 14 A, Central Station, 00185 Rome",accommodation,3151,41.905201,12.500049,Rome,Hotel Papa Germano,,8,,12,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=3151,http://tour-pedia.org/api/getPlaceDetails?id=3151
"Rome,   Italy    Vía Aldobrandeschi 223, Aurelio, 00163 Rome",accommodation,4836,41.87581023118,12.394608557224,Rome,Meliá Roma Aurelia Antica,,8,,12,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=4836,http://tour-pedia.org/api/getPlaceDetails?id=4836
"Via Merulana, 138, Roma, Italy",restaurant,1956,41.88769,12.504512,Rome,Merulana Cafe,,8,,14,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=1956,http://tour-pedia.org/api/getPlaceDetails?id=1956
"Rome,   Italy    Via Capo d'Africa, 54, Colosseo, 00184 Rome",accommodation,1043,41.888397060819,12.497520893812,Rome,Hotel Capo d'Africa,,8,,14,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=1043,http://tour-pedia.org/api/getPlaceDetails?id=1043
"Rome,   Italy    Via Nazionale 22, Central Station, 00184 Rome",accommodation,15,41.900813216716,12.493614256382,Rome,Hotel Artemide,,8,,16,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=15,http://tour-pedia.org/api/getPlaceDetails?id=15
"Rome,   Italy    Via Flavia 106, Area Via Veneto, 00187 Rome",accommodation,2185,41.907824595323,12.498100250959,Rome,Marcella Royal,,8,,16,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=2185,http://tour-pedia.org/api/getPlaceDetails?id=2185
"Via della Pilotta, 21/A",restaurant,1558,41.897908741279,12.484853569826,Rome,Le Lanterne,4bef0a74d1b7d13a483dcdec,8,Italian Restaurant,17,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=1558,http://tour-pedia.org/api/getPlaceDetails?id=1558
"Via Ruggero Giovannelli, 8/12, Rome, Italy",restaurant,437,41.916475,12.495427,Rome,Gaudì,,8,,17,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=437,http://tour-pedia.org/api/getPlaceDetails?id=437
"Via di San Cosimato, 14, Rome, Italy",restaurant,447,41.888166,12.47046,Rome,Da Vittorio,,8,,17,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=447,http://tour-pedia.org/api/getPlaceDetails?id=447
"Via Varese, 54, Rome, Italy",restaurant,1720,41.902415,12.506022,Rome,Meid in Nepols,,8,,18,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=1720,http://tour-pedia.org/api/getPlaceDetails?id=1720
"Rome,   Italy    Via Giovanni Amendola 57, Central Station, 00185 Rome",accommodation,803,41.89991179218,12.499798238159,Rome,UNA Hotel Roma,,8,,27,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=803,http://tour-pedia.org/api/getPlaceDetails?id=803
"Rome,   Italy    Via Vittorio Emanuele Orlando 3, Central Station, 00185 Rome",accommodation,10,41.90398986737,12.494791075587,Rome,The St. Regis Rome,,8,,30,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=10,http://tour-pedia.org/api/getPlaceDetails?id=10
"Via di San Simone, 70, Rome, Italy",restaurant,649,41.900558,12.469011,Rome,Gelateria del Teatro,,8,,47,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=649,http://tour-pedia.org/api/getPlaceDetails?id=649
"Via Lepanto 4, Rome, Italy",poi,4813,41.912219,12.466091,Rome,Tribunale Ordinario di Roma,,7,,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=4813,http://tour-pedia.org/api/getPlaceDetails?id=4813
Via dell'Arte 20,restaurant,10234,41.830376787885,12.474879026413,Rome,b place Roma,4e58afe2e4cd875e8ea363e1,7,Food,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=10234,http://tour-pedia.org/api/getPlaceDetails?id=10234
Via Tuscolana 692,restaurant,8248,41.865991133041,12.542248130242,Rome,692 Secrets Café,4df7d29a18a801cd9f111208,7,Café,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=8248,http://tour-pedia.org/api/getPlaceDetails?id=8248
"Via Tuscolana, 1266",restaurant,2666,41.856433882939,12.562940072568,Rome,Mondo Arancina,4c5016e1c2b49521594767f7,7,Fast Food Restaurant,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=2666,http://tour-pedia.org/api/getPlaceDetails?id=2666
"Via Veneto, 1-27",restaurant,1851,41.90469,12.488226,Rome,Suggestum Cafe,4c0c842cb1b676b0e743df86,7,Café,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=1851,http://tour-pedia.org/api/getPlaceDetails?id=1851
Largo dei Chiavari 85,restaurant,475,41.8963,12.4741,Rome,Insalata Ricca,4adcdaccf964a5202a5521e3,7,Salad Place,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=475,http://tour-pedia.org/api/getPlaceDetails?id=475
"Via del Casale della Crescenza, 25, Roma, Italy",restaurant,1599,41.962101,12.476937,Rome,Paneolio,,7,,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=1599,http://tour-pedia.org/api/getPlaceDetails?id=1599
"Viale dei Parioli, 122, Rome, Italy",restaurant,1754,41.927664,12.486429,Rome,Molto,,7,,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=1754,http://tour-pedia.org/api/getPlaceDetails?id=1754
"Via di Saponara, 6, Rome, Italy",restaurant,2151,41.781627,12.365879,Rome,Bedda Matri,,7,,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=2151,http://tour-pedia.org/api/getPlaceDetails?id=2151
"Via Padova, 6/8, Rome, Italy",restaurant,3395,41.91141,12.517437,Rome,Uve e Forme Shop,,7,,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=3395,http://tour-pedia.org/api/getPlaceDetails?id=3395
"Piazzale delle Provincie, 9, Rome, Italy",restaurant,8434,41.909546,12.521509,Rome,Ristorante Il Cigno,,7,,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=8434,http://tour-pedia.org/api/getPlaceDetails?id=8434
"Piazza Zama, 5, Rome, Italy",restaurant,261675,41.876642,12.509894,Rome,Pizzeria La Madia,,7,,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=261675,http://tour-pedia.org/api/getPlaceDetails?id=261675
Piazza Navona,attraction,368,41.899016,12.47310408,Rome,Fontana dei Quattro Fiumi,4adcdac9f964a520055421e3,7,Sculpture Garden,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=368,http://tour-pedia.org/api/getPlaceDetails?id=368
Viale di Porta Ardeatina 55,attraction,205,41.873284375906,12.494115853088,Rome,Casa del Jazz,4adcdac5f964a520e75221e3,7,Jazz Club,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=205,http://tour-pedia.org/api/getPlaceDetails?id=205
"Rome,   Italy    Via Piave 35, Area Via Veneto, 00187 Rome",accommodation,103,41.909616118845,12.498503923416,Rome,Gambrinus Hotel,,7,,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=103,http://tour-pedia.org/api/getPlaceDetails?id=103
"Rome,   Italy    Via Pio IV 6, Aurelio, 00165 Rome",accommodation,755,41.892281642878,12.439515441656,Rome,NH Villa Carpegna,,7,,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=755,http://tour-pedia.org/api/getPlaceDetails?id=755
"Rome,   Italy    Via Luigi Petroselli 47, Aventino, 00186 Rome",accommodation,1295,41.889944931875,12.481018602848,Rome,Hotel Fortyseven,,7,,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=1295,http://tour-pedia.org/api/getPlaceDetails?id=1295
"Rome,   Italy    Via Varese 5, Central Station, 00185 Rome",accommodation,3556,41.903489798676,12.504585161805,Rome,A Casa Di Penelope,,7,,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=3556,http://tour-pedia.org/api/getPlaceDetails?id=3556
"Rome,   Italy    Via Del Mascherino 32-34, Vatican City - Prati, 00100 Rome",accommodation,3557,41.903821281781,12.459225319326,Rome,Relais Vatican View,,7,,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=3557,http://tour-pedia.org/api/getPlaceDetails?id=3557
"Rome,   Italy    Via Di Villafranca, Central Station, 00185 Rome",accommodation,10168,41.905134720473,12.504953294992,Rome,Best Western Hotel Villafranca,,7,,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=10168,http://tour-pedia.org/api/getPlaceDetails?id=10168
"Rome,   Italy    Via Volturno 7, Central Station, 00185 Rome",accommodation,79,41.904949169831,12.499003484845,Rome,Aelius,,7,,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=79,http://tour-pedia.org/api/getPlaceDetails?id=79
"Rome,   Italy    Via Dei Pettinari 64, Navona, 00186 Rome",accommodation,110,41.893152172171,12.471818625927,Rome,Hotel Ponte Sisto,,7,,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=110,http://tour-pedia.org/api/getPlaceDetails?id=110
"Rome,   Italy    Via Cavour 47, Central Station, 00184 Rome",accommodation,1069,41.899519054341,12.498217597604,Rome,Hotel Marcantonio,,7,,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=1069,http://tour-pedia.org/api/getPlaceDetails?id=1069
"Rome,   Italy    Via Dei Giubbonari 43, Navona, 00186 Rome",accommodation,4640,41.89471849603,12.473130226135,Rome,Town House Campo De Fiori,,7,,10,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=4640,http://tour-pedia.org/api/getPlaceDetails?id=4640
"Via Casilina, 1049, Rome, Italy",poi,1222,41.867891,12.59023,Rome,Policlinico Casilino,,7,,11,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=1222,http://tour-pedia.org/api/getPlaceDetails?id=1222
"Via Bellagio, 2, Rome, Italy",restaurant,675,41.989472,12.494229,Rome,Mama's,,7,,11,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=675,http://tour-pedia.org/api/getPlaceDetails?id=675
"Largo Alfonso Favino, 15",restaurant,4356,41.84158286206,12.60908309763,Rome,Pizzeria Stravinskij,4cddc7d1f8a4a1435150d2bc,7,Pizza Place,11,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=4356,http://tour-pedia.org/api/getPlaceDetails?id=4356
"via S. Giovanni in Laterano, 59/a, Rome, Italy",restaurant,534,41.888842,12.498657,Rome,Hostaria Isidoro al Colosseo,,7,,11,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=534,http://tour-pedia.org/api/getPlaceDetails?id=534
"Via dei Conciatori, 10, Rome, Italy",restaurant,747,41.874353,12.479951,Rome,Novecento,,7,,11,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=747,http://tour-pedia.org/api/getPlaceDetails?id=747
"Via delle Fornaci, 8, Rome, Italy",restaurant,748,41.898139,12.455997,Rome,I Quattro Mori,,7,,11,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=748,http://tour-pedia.org/api/getPlaceDetails?id=748
"Via dei Fulvi, 8, Rome, Italy",restaurant,3361,41.863301,12.547915,Rome,Da Baffo,,7,,11,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=3361,http://tour-pedia.org/api/getPlaceDetails?id=3361
"Vicolo Dè Cinque, 15, Rome, Italy",restaurant,9944,41.890833,12.46935,Rome,Cacio e pepe osteria,,7,,11,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=9944,http://tour-pedia.org/api/getPlaceDetails?id=9944
"Rome,   Italy    Via Tor De' Conti 25, Rione Monti, 00184 Rome",accommodation,836,41.893907885801,12.487587668002,Rome,Hotel Forum,,7,,11,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=836,http://tour-pedia.org/api/getPlaceDetails?id=836
"Rome,   Italy    Via Statilia 23, Central Station, 00185 Rome",accommodation,6589,41.890848538138,12.512743100524,Rome,Hotel Emona Aquaeductus,,7,,11,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=6589,http://tour-pedia.org/api/getPlaceDetails?id=6589
"Rome,   Italy    Via Di Bravetta, 91, Gianicolense, 00164 Rome",accommodation,1340,41.885187684729,12.423302158713,Rome,EcoHotel,,7,,11,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=1340,http://tour-pedia.org/api/getPlaceDetails?id=1340
"Rome,   Italy    Via Di Ripetta 231, Spagna, 00186 Rome",accommodation,3541,41.908840629876,12.475597858429,Rome,Residenza Di Ripetta,,7,,11,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=3541,http://tour-pedia.org/api/getPlaceDetails?id=3541
Via di Passo Lombardo 262,restaurant,8653,41.836786607231,12.633364200474,Rome,Buddha Smile,4e0cdaaf483b3608f10cb940,7,Indonesian Restaurant,12,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=8653,http://tour-pedia.org/api/getPlaceDetails?id=8653
"Via Peralba, 2/A",restaurant,7734,41.938303410808,12.53481383693,Rome,ILocale,4ddd4e14d22df1719912d040,7,French Restaurant,12,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=7734,http://tour-pedia.org/api/getPlaceDetails?id=7734
"Via Marsala, 44",restaurant,5628,41.901938176837,12.502936440788,Rome,Trombetta,4d67ff79c406f04d9e45f54c,7,Café,12,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=5628,http://tour-pedia.org/api/getPlaceDetails?id=5628
"Viale Palmiro Togliatti, 249",restaurant,1466,41.862537437309,12.568573951721,Rome,Il Mago Del Caffè,,7,,12,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=1466,http://tour-pedia.org/api/getPlaceDetails?id=1466
"Via Gioberti, 29",restaurant,1276,41.8991807,12.500885,Rome,Pastarito,4bd57c0b6798ef3b905b638d,7,Italian Restaurant,12,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=1276,http://tour-pedia.org/api/getPlaceDetails?id=1276
"Via Chiana, 86, Rome, Italy",restaurant,1688,41.921018,12.506841,Rome,Le Finestre,,7,,12,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=1688,http://tour-pedia.org/api/getPlaceDetails?id=1688
"Via Messina, 29, Rome, Italy",restaurant,1896,41.911179,12.502342,Rome,Tribeca Café,,7,,12,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=1896,http://tour-pedia.org/api/getPlaceDetails?id=1896
"Via Gabriello Chiabrera, 121, Rome, Italy",attraction,560,41.853392,12.479243,Rome,Madison,,7,,12,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=560,http://tour-pedia.org/api/getPlaceDetails?id=560
"Via di Decima, 72, Rome, Italy",attraction,3655,41.819061,12.44514,Rome,Stardust Village,,7,,12,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=3655,http://tour-pedia.org/api/getPlaceDetails?id=3655
Piazzale Giuseppe Garibaldi,attraction,7750,41.89128114,12.46127825,Rome,Gianicolo 150,,7,,12,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=7750,http://tour-pedia.org/api/getPlaceDetails?id=7750
"Piazza di Cinecittà, 55/61",attraction,4411,41.853620707675,12.567529448087,Rome,Meo Pinelli,4ce41ef8bebd3704a835a4a0,7,Bar,12,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=4411,http://tour-pedia.org/api/getPlaceDetails?id=4411
"Via Porta Labicana, 24",attraction,4070,41.895624,12.512412,Rome,Le Mura,4cc3515e91413704dd10bb55,7,Rock Club,12,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=4070,http://tour-pedia.org/api/getPlaceDetails?id=4070
"Rome,   Italy    Via De' Ciancaleoni 49 - Via Urbana 50, Rione Monti, 00184 Rome",accommodation,2181,41.895815831587,12.493463940905,Rome,Hotel Ivanhoe,,7,,12,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=2181,http://tour-pedia.org/api/getPlaceDetails?id=2181
"Rome,   Italy    Via Gaeta 23, Central Station, 00185 Rome",accommodation,2951,41.904714011801,12.500638961792,Rome,Freedom Traveller,,7,,12,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=2951,http://tour-pedia.org/api/getPlaceDetails?id=2951
"Piazzale Flaminio, 5",restaurant,11838,41.911745446473,12.475340073315,Rome,Manaish Oriental Bakery,4e9b02602c5b4d640593c7b0,7,Middle Eastern Restaurant,13,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=11838,http://tour-pedia.org/api/getPlaceDetails?id=11838
"Via del Casaletto, 45",restaurant,5553,41.876901,12.440834,Rome,Da Cesare,4d6110671939a35dd81329ee,7,Italian Restaurant,13,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=5553,http://tour-pedia.org/api/getPlaceDetails?id=5553
"Vicolo del Babuino, 4, Rome, Italy",restaurant,481,41.908899,12.479041,Rome,Edy,,7,,13,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=481,http://tour-pedia.org/api/getPlaceDetails?id=481
"Via Perugia, 4, Rome, Italy",restaurant,1766,41.88983,12.525159,Rome,Lo Yeti Libreria-Caffe,,7,,13,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=1766,http://tour-pedia.org/api/getPlaceDetails?id=1766
"Viale Alessandro Manzoni, 107, Rome, Italy",restaurant,15613,41.894123,12.510853,Rome,La Taverna Italiana,,7,,13,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=15613,http://tour-pedia.org/api/getPlaceDetails?id=15613
"Viale dei Romagnoli, 515, Ostia, Rome, Italy",attraction,545,41.746481,12.286716,Rome,Cineland Multiplex,,7,,13,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=545,http://tour-pedia.org/api/getPlaceDetails?id=545
Piazza Trilussa,attraction,857,41.891775554975,12.47009931058,Rome,Piazza Trilussa,,7,,13,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=857,http://tour-pedia.org/api/getPlaceDetails?id=857
Via Leonina 66,attraction,146,41.894735,12.492013,Rome,Finnegan Irish Pub,4adcdac3f964a520405221e3,7,Bar,13,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=146,http://tour-pedia.org/api/getPlaceDetails?id=146
Via Condotti,poi,288,41.905272869636,12.480849853229,Rome,Via Condotti,4adcdac6f964a520675321e3,7,Road,14,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=288,http://tour-pedia.org/api/getPlaceDetails?id=288
"Rome, Italy",poi,1948,41.885612,12.502441,Rome,Ospedale San Giovanni,,7,,14,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=1948,http://tour-pedia.org/api/getPlaceDetails?id=1948
Via Girolamo Benzoni 40,restaurant,1707,41.870247008515,12.484590384136,Rome,Beefeater Pub,4c00088775fc9521fca94898,7,Pub,14,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=1707,http://tour-pedia.org/api/getPlaceDetails?id=1707
"Via Oderisi da Gubbio, 215",restaurant,738,41.86345815202,12.464500471791,Rome,Il Cornettone,,7,,14,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=738,http://tour-pedia.org/api/getPlaceDetails?id=738
"Via Tacito, 29, Rome, Italy",restaurant,441,41.907726,12.466948,Rome,San Marco,,7,,14,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=441,http://tour-pedia.org/api/getPlaceDetails?id=441
"Via di Ripetta, 14, Rome, Italy",restaurant,467,41.90925,12.476214,Rome,PizzaRè,,7,,14,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=467,http://tour-pedia.org/api/getPlaceDetails?id=467
"Via Mocenigo, 10, Rome, Italy",restaurant,523,41.907649,12.451809,Rome,La Cucaracha,,7,,14,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=523,http://tour-pedia.org/api/getPlaceDetails?id=523
"Piazza di Sant'Egidio, 6, Rome, Italy",restaurant,1151,41.890275,12.468945,Rome,La Trattoria de Gli Amici,,7,,14,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=1151,http://tour-pedia.org/api/getPlaceDetails?id=1151
"Lungotevere Testaccio, 7, Rome, Italy",restaurant,1318,41.882332,12.475136,Rome,Lo Scopettaro,,7,,14,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=1318,http://tour-pedia.org/api/getPlaceDetails?id=1318
"Via dei S.S. Quattro, Roma, Italy",restaurant,3068,41.889437,12.494238,Rome,Café Café,,7,,14,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=3068,http://tour-pedia.org/api/getPlaceDetails?id=3068
"Viale della Piramide Cestia, 53, Rome, Italy",restaurant,4366,41.878057,12.482463,Rome,La Villetta dal 1940,,7,,14,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=4366,http://tour-pedia.org/api/getPlaceDetails?id=4366
"Piazza dell'Emporio, 1-2",restaurant,13430,41.882599314553,12.476269550016,Rome,Rec23,4f0ca841e4b0f615a3a98338,7,Restaurant,14,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=13430,http://tour-pedia.org/api/getPlaceDetails?id=13430
Via Silla 26/A,restaurant,20082,41.908590270534,12.459814455649,Rome,Romeo,,7,,14,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=20082,http://tour-pedia.org/api/getPlaceDetails?id=20082
"Via dei Soldati,25",attraction,3478,41.902060940695,12.47226053606,Rome,Cabala,4c9404dc58d4b60cc7d42429,7,Nightclub,14,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=3478,http://tour-pedia.org/api/getPlaceDetails?id=3478
"Rome,   Italy    Via Magenta 15, Central Station, 00185 Rome",accommodation,2116,41.903328098978,12.502610385418,Rome,Yes Hotel,,7,,14,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=2116,http://tour-pedia.org/api/getPlaceDetails?id=2116
Via Valle Corteno 31,restaurant,9163,41.935858,12.529148,Rome,About Pizza Tonda,4e248f7088774a43b788bffc,7,Pizza Place,15,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=9163,http://tour-pedia.org/api/getPlaceDetails?id=9163
"Via del Corallo, 11, Roma, Italia",restaurant,464,41.899106,12.470038,Rome,Corallo,,7,,15,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=464,http://tour-pedia.org/api/getPlaceDetails?id=464
"Auditorium Parco della Musica, Viale Pietro de Coubertin, Rome, Italy",restaurant,676,41.929175,12.471801,Rome,Red Restaurant Design,,7,,15,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=676,http://tour-pedia.org/api/getPlaceDetails?id=676
"Via Nazionale, 13, Rome, Italy",restaurant,1256,41.901391,12.494413,Rome,La Luna,,7,,15,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=1256,http://tour-pedia.org/api/getPlaceDetails?id=1256
"Via Lago Santo, 23, Rome, Italy",restaurant,1975,41.790455,12.416607,Rome,Re Grano,,7,,15,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=1975,http://tour-pedia.org/api/getPlaceDetails?id=1975
"Rome,   Italy    Via Curtatone 12, Central Station, 00185 Rome",accommodation,1849,41.90465112984,12.500883713365,Rome,Legends R.G.,,7,,15,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=1849,http://tour-pedia.org/api/getPlaceDetails?id=1849
"Piazza Mariano Armellini, 15, Rome, Italy",restaurant,1779,41.918482,12.52275,Rome,Giolitti,,7,,16,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=1779,http://tour-pedia.org/api/getPlaceDetails?id=1779
